"","varname","label"
"1728","r_d7","Subj:Would you consider the current level of expenditures of your family for foo"
"1729","c_d7","Subj:Concern about being able to provide yourself and your family with food/basi"
"1730","r_d8","Subj:Concern about being able to provide yourself and your family with food/basi"
"1731","c_d8","Subj: How satisfied are you with your current financial situation?"
"1732","r_b1","Subj: How satisfied are you with your current financial situation?"
"1733","c_b1","Subj:Would you consider the current level of food consumption of your family as:"
"1734","r_b2","Subj:Would you consider the current level of food consumption of your family as:"
"1735","c_b2","Subj:Would you consider the current level of food consumption of your family as:"
"1736","r_b3","Subj:Would you consider the current level of expenditures of your family for foo"
"1737","c_b3","Subj:Would you consider the current level of expenditures of your family for foo"
"1738","r_b4","Subj:Would you consider the current level of expenditures of your family for foo"
"1739","c_b4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1740","r_b5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1741","c_b5","Subj: How satisfied are you with your current financial situation?"
"1742","r_b6","Subj: How satisfied are you with your current financial situation?"
"1743","c_b6","Subj:Would you consider the current level of food consumption of your family as:"
"1744","r_b7","Subj:Would you consider the current level of food consumption of your family as:"
"1745","c_b7","Subj:Would you consider the current level of food consumption of your family as:"
"1746","r_b8","Subj:Would you consider the current level of expenditures of your family for foo"
"1747","c_b8","Subj:Would you consider the current level of expenditures of your family for foo"
"1748","r_b9","Subj:Would you consider the current level of expenditures of your family for foo"
"1749","c_b9","Subj:Concern about being able to provide yourself and your family with food/basi"
"1750","r_b10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1751","c_b10","Subj: How satisfied are you with your current financial situation?"
"1752","r_b11","Subj: How satisfied are you with your current financial situation?"
"1753","c_b11","Subj:Would you consider the current level of food consumption of your family as:"
"1754","r_b12","Subj:Would you consider the current level of food consumption of your family as:"
"1755","c_b12","Subj:Would you consider the current level of food consumption of your family as:"
"1756","r_b13","Subj:Would you consider the current level of expenditures of your family for foo"
"1757","c_b13","Subj:Would you consider the current level of expenditures of your family for foo"
"1758","r_b14","Subj:Would you consider the current level of expenditures of your family for foo"
"1759","c_b14","Subj:Concern about being able to provide yourself and your family with food/basi"
"1760","r_b15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1761","c_b15","Subj: How satisfied are you with your current financial situation?"
"1762","r_b16","Subj: How satisfied are you with your current financial situation?"
"1763","c_b16","Subj:Would you consider the current level of food consumption of your family as:"
"1764","r_b17","Subj:Would you consider the current level of food consumption of your family as:"
"1765","c_b17","Subj:Would you consider the current level of food consumption of your family as:"
"1766","r_b18","Subj:Would you consider the current level of expenditures of your family for foo"
"1767","c_b18","Subj:Would you consider the current level of expenditures of your family for foo"
"1768","r_b19","Subj:Would you consider the current level of expenditures of your family for foo"
"1769","c_b19","Subj:Concern about being able to provide yourself and your family with food/basi"
"1770","r_b20","Subj:Concern about being able to provide yourself and your family with food/basi"
"1771","c_b20","Subj: How satisfied are you with your current financial situation?"
"1772","r_b21","Subj: How satisfied are you with your current financial situation?"
"1773","c_b21","Subj:Would you consider the current level of food consumption of your family as:"
"1774","r_b22","Subj:Would you consider the current level of food consumption of your family as:"
"1775","c_b22","Subj:Would you consider the current level of food consumption of your family as:"
"1776","r_b23","Subj:Would you consider the current level of expenditures of your family for foo"
"1777","c_b23","Subj:Would you consider the current level of expenditures of your family for foo"
"1778","r_b24","Subj:Would you consider the current level of expenditures of your family for foo"
"1779","c_b24","Subj:Concern about being able to provide yourself and your family with food/basi"
"1780","r_b25","Subj:Concern about being able to provide yourself and your family with food/basi"
